0 0 0.0823
0 1 0.0693
0 2 0.0673
0 3 0.061
0 4 0.0532
0 5 0.0365
0 6 0.0353
0 7 0.0274
0 8 0.0257
0 9 0.0246
0 10 0.0232
0 11 0.0224
0 12 0.0221
0 13 0.0216
0 14 0.0212
0 15 0.0196
0 16 0.0196
0 17 0.0173
0 18 0.0161
0 19 0.0159
0 20 0.0157
0 21 0.0155
0 22 0.0153
0 23 0.0151
0 24 0.0142
0 25 0.0141
0 26 0.0126
0 27 0.0126
0 28 0.0118
0 29 0.0117
0 30 0.0115
0 31 0.0111
0 32 0.0106
0 33 0.0103
0 34 0.0097
0 35 0.0094
0 36 0.0092
0 37 0.0092
0 38 0.009
0 39 0.0087
0 40 0.0085
0 41 0.0084
0 42 0.0083
0 43 0.0081
0 44 0.0081
0 45 0.008
0 46 0.0079
0 47 0.0079
0 48 0.0079
0 49 0.0078
1 50 0.6427
1 51 0.0323
1 52 0.024
1 53 0.021
1 54 0.0197
1 55 0.0173
1 56 0.0131
1 57 0.0115
1 58 0.0105
1 59 0.0105
1 60 0.0103
1 61 0.0094
1 62 0.0091
1 63 0.0081
1 64 0.008
1 65 0.0075
1 66 0.0074
1 67 0.0069
1 68 0.0069
1 69 0.0061
1 70 0.0054
1 71 0.0053
1 72 0.0051
1 73 0.0048
1 74 0.0048
1 75 0.0046
1 76 0.0043
1 77 0.0043
1 78 0.0042
1 79 0.0041
1 80 0.0041
1 81 0.004
1 82 0.004
1 83 0.0038
1 84 0.0038
1 85 0.0037
1 86 0.0037
1 87 0.0035
1 88 0.0035
1 89 0.0035
1 90 0.0034
1 91 0.0034
1 92 0.0034
1 93 0.0034
1 94 0.0033
1 95 0.0033
1 96 0.0033
1 97 0.0032
1 98 0.0032
1 99 0.0032
2 0 0.0085
2 2 0.0255
2 13 0.0156
2 14 0.0112
2 19 0.0144
2 21 0.185
2 26 0.0147
2 100 0.0671
2 101 0.0449
2 102 0.0335
2 103 0.0307
2 104 0.0289
2 105 0.0276
2 106 0.0272
2 107 0.0271
2 108 0.0269
2 109 0.0264
2 110 0.0235
2 111 0.0195
2 112 0.0173
2 113 0.0169
2 114 0.0166
2 115 0.0165
2 116 0.0151
2 117 0.015
2 118 0.0143
2 119 0.0136
2 120 0.0133
2 121 0.0115
2 122 0.0108
2 123 0.0107
2 124 0.0106
2 125 0.0105
2 126 0.0105
2 127 0.0104
2 128 0.0098
2 129 0.0095
2 130 0.0095
2 131 0.0094
2 132 0.0094
2 133 0.0092
2 134 0.0089
2 135 0.0088
2 136 0.0083
2 137 0.0082
2 138 0.0078
2 139 0.0077
2 140 0.0075
2 141 0.0073
2 142 0.0072
3 2 0.0138
3 103 0.0672
3 122 0.0183
3 131 0.0169
3 139 0.0628
3 143 0.059
3 144 0.0511
3 145 0.0471
3 146 0.0343
3 147 0.0343
3 148 0.0284
3 149 0.0256
3 150 0.0231
3 151 0.0226
3 152 0.0218
3 153 0.0215
3 154 0.0209
3 155 0.0201
3 156 0.0197
3 157 0.0194
3 158 0.0192
3 159 0.0174
3 160 0.0169
3 161 0.016
3 162 0.0159
3 163 0.0157
3 164 0.0149
3 165 0.0146
3 166 0.0141
3 167 0.014
3 168 0.0135
3 169 0.0129
3 170 0.0122
3 171 0.0122
3 172 0.0113
3 173 0.0109
3 174 0.0108
3 175 0.0106
3 176 0.0105
3 177 0.0105
3 178 0.0105
3 179 0.0104
3 180 0.0102
3 181 0.0101
3 182 0.0099
3 183 0.0098
3 184 0.0098
3 185 0.0097
3 186 0.009
3 187 0.0087
4 26 0.0158
4 188 0.0406
4 189 0.0406
4 190 0.0396
4 191 0.0366
4 192 0.0336
4 193 0.0326
4 194 0.0307
4 195 0.0307
4 196 0.0267
4 197 0.0257
4 198 0.0237
4 199 0.0237
4 200 0.0237
4 201 0.0237
4 202 0.0227
4 203 0.0198
4 204 0.0198
4 205 0.0188
4 206 0.0178
4 207 0.0178
4 208 0.0178
4 209 0.0178
4 210 0.0178
4 211 0.0168
4 212 0.0168
4 213 0.0168
4 214 0.0168
4 215 0.0158
4 216 0.0158
4 217 0.0158
4 218 0.0158
4 219 0.0158
4 220 0.0148
4 221 0.0148
4 222 0.0148
4 223 0.0148
4 224 0.0138
4 225 0.0138
4 226 0.0138
4 227 0.0138
4 228 0.0138
4 229 0.0138
4 230 0.0138
4 231 0.0138
4 232 0.0138
4 233 0.0129
4 234 0.0129
4 235 0.0129
4 236 0.0129
5 4 0.0233
5 16 0.0188
5 38 0.0432
5 206 0.0383
5 237 0.324
5 238 0.0821
5 239 0.0463
5 240 0.0397
5 241 0.031
5 242 0.03
5 243 0.024
5 244 0.0211
5 245 0.0174
5 246 0.0136
5 247 0.0133
